TIPO_PREST	PRESTA_MIN	ESTAB_ORIG	ESTAB_ORIG_NOMBRE	ESTAB_ORIG_COMUNA	ESTAB_DEST	ESTAB_DEST_NOMBRE	TIPO_PREST_DESC	F_ENTRADA_ANO	ESPECIALIDAD_SIGTE	CORTE_SIGTE	NRegistros	AÑO	MES	TRIMESTRE	CORTE LET	LET		CORTE_SIGTE	AÑO	MES	TRIMESTRE	TRIMESTRE	CORTE TRIM
1	07-058	114101	HOSPITAL DR. SÓTERO DEL RÍO	PUENTE ALTO	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	18	2018	8	T3	2018-08-16	3506		2019-06-03	2019	6		T2	2019-04-12
1	07-058	114101	HOSPITAL DR. SÓTERO DEL RÍO	PUENTE ALTO	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	2381		2019-07-18	2019	7	T3	T3	2019-07-18
1	07-058	114101	HOSPITAL DR. SÓTERO DEL RÍO	PUENTE ALTO	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	2381		2019-09-30	2019	10		T3	2019-07-18
1	07-058	114102	HOSPITAL SAN JOSÉ DE MAIPO	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	1657		2019-11-21	2019	12		T3	2019-07-18
1	07-058	114102	HOSPITAL SAN JOSÉ DE MAIPO	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	21	2018	8	T3	2018-08-16	1657		2019-12-23	2020	1	T1	T1	2019-12-23
1	07-058	114102	HOSPITAL SAN JOSÉ DE MAIPO	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	19	2018	8	T3	2018-08-16	1657		2020-01-23	2020	2		T1	2019-12-23
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	5	2018	8	T3	2018-08-16	1657		2020-02-27	2020	3	T2	T2	2020-02-27
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	1657		2020-06-09	2020	6	T3	T3	2020-06-09
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2012	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506		2020-08-07	2020	8		T3	2020-06-09
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	9	2018	8	T3	2018-08-16	3506		2020-08-27	2020	9		T3	2020-06-09
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	11	2018	8	T3	2018-08-16	3506		2020-09-21	2020	10	T4	T4	2020-09-21
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	11	2018	8	T3	2018-08-16	3506		2020-10-14	2020				
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	100	2018	8	T3	2018-08-16	3506		2020-11-13	2020	11		T4	2020-11-13
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	256	2018	8	T3	2018-08-16	3506		2020-12-15	2020	12		T4	2020-11-13
1	07-058	114103	HOSPITAL PADRE HURTADO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	314	2018	8	T3	2018-08-16	3506		2021-01-18	2021	1	T1	T1	2021-01-18
1	07-058	114105	HOSPITAL ELOISA DIAZ	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	1657		2021-02-28	2021	3		T1	2021-01-18
1	07-058	114105	HOSPITAL ELOISA DIAZ	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	7	2018	8	T3	2018-08-16	1657		2021-03-29	2021	4	T2	T2	2021-03-29
1	07-058	114105	HOSPITAL ELOISA DIAZ	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	85	2018	8	T3	2018-08-16	2381		2021-04-26	2021	5		T2	2021-03-29
1	07-058	114105	HOSPITAL ELOISA DIAZ	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	174	2018	8	T3	2018-08-16	2381		2021-05-24	2021	6		T2	2021-03-29
1	07-058	114105	HOSPITAL ELOISA DIAZ	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	162	2018	8	T3	2018-08-16	2381		2021-06-17	2021				
1	07-058	114150	CRS SAN RAFAEL LA FLORIDA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	1657		2021-07-07	2021	7	T3	T3	2021-07-07
1	07-058	114301	CONSULTORIO ALEJANDRO DEL RÍO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	35	2018	8	T3	2018-08-16	1657		2021-08-23	2021	9		T3	2021-07-07
1	07-058	114301	CONSULTORIO ALEJANDRO DEL RÍO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	55	2018	8	T3	2018-08-16	1657		2021-09-24	2021	10	T4	T4	2021-09-24
1	07-058	114301	CONSULTORIO ALEJANDRO DEL RÍO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	29	2018	8	T3	2018-08-16	1657		2021-10-29	2021	11		T4	2021-09-24
1	07-058	114301	CONSULTORIO ALEJANDRO DEL RÍO	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	24	2018	8	T3	2018-08-16	107		2021-11-22	2021	12		T4	2021-09-24
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	1657		2021-12-24	2022	1	T1	T1	2021-12-24
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	5	2018	8	T3	2018-08-16	1657		2022-02-01	2022	2		T1	2021-12-24
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	1657		2022-03-09	2022	3		T1	2021-12-24
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	36	2018	8	T3	2018-08-16	2381		2022-04-06	2022	4	T2	T2	2022-04-06
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	106	2018	8	T3	2018-08-16	2381		2022-05-12	2022	5		T2	2022-04-06
1	07-058	114302	CONSULTORIO LOS CASTAÑOS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	42	2018	8	T3	2018-08-16	2381		2022-06-22	2022	6		T2	2022-04-06
1	07-058	114303	CONSULTORIO BELLAVISTA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	1657		2022-07-31	2022	8	T3	T3	2022-07-31
1	07-058	114303	CONSULTORIO BELLAVISTA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	35	2018	8	T3	2018-08-16	2381							
1	07-058	114303	CONSULTORIO BELLAVISTA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	60	2018	8	T3	2018-08-16	2381							
1	07-058	114303	CONSULTORIO BELLAVISTA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	58	2018	8	T3	2018-08-16	2381							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	5	2018	8	T3	2018-08-16	1657							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	5	2018	8	T3	2018-08-16	1657							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	8	2018	8	T3	2018-08-16	1657							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	47	2018	8	T3	2018-08-16	2381							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	105	2018	8	T3	2018-08-16	2381							
1	07-058	114304	CONSULTORIO VILLA O'HIGGINS	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	53	2018	8	T3	2018-08-16	2381							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	6	2018	8	T3	2018-08-16	1657							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	3	2018	8	T3	2018-08-16	1657							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	1657							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	88	2018	8	T3	2018-08-16	2381							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	188	2018	8	T3	2018-08-16	2381							
1	07-058	114305	CONSULTORIO LOS QUILLAYES	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	164	2018	8	T3	2018-08-16	2381							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	19	2018	8	T3	2018-08-16	3506							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	7	2018	8	T3	2018-08-16	3506							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	11	2018	8	T3	2018-08-16	3506							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	90	2018	8	T3	2018-08-16	3506							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	111	2018	8	T3	2018-08-16	3506							
1	07-058	114306	CONSULTORIO LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	163	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2012	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	7	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	19	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	41	2018	8	T3	2018-08-16	3506							
1	07-058	114307	CONSULTORIO LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	70	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2012	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	6	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	11	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	9	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	51	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	119	2018	8	T3	2018-08-16	3506							
1	07-058	114308	CONSULTORIO SAN RAFAEL	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	117	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2012	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	15	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	13	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	12	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	64	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	100	2018	8	T3	2018-08-16	3506							
1	07-058	114309	CONSULTORIO PABLO DE ROKHA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	94	2018	8	T3	2018-08-16	3506							
1	07-058	114310	CONSULTORIO DR. JOSÉ MANUEL BALMACEDA	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	3	2018	8	T3	2018-08-16	1657							
1	07-058	114310	CONSULTORIO DR. JOSÉ MANUEL BALMACEDA	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	8	2018	8	T3	2018-08-16	1657							
1	07-058	114310	CONSULTORIO DR. JOSÉ MANUEL BALMACEDA	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	6	2018	8	T3	2018-08-16	1657							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2012	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	12	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	15	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	57	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	69	2018	8	T3	2018-08-16	3506							
1	07-058	114311	CONSULTORIO SANTIAGO NUEVA EXTREMADURA	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	82	2018	8	T3	2018-08-16	3506							
1	07-058	114312	CONSULTORIO SAN GERÓNIMO	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	17	2018	8	T3	2018-08-16	1657							
1	07-058	114312	CONSULTORIO SAN GERÓNIMO	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	51	2018	8	T3	2018-08-16	1657							
1	07-058	114312	CONSULTORIO SAN GERÓNIMO	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	27	2018	8	T3	2018-08-16	1657							
1	07-058	114312	CONSULTORIO SAN GERÓNIMO	LA PINTANA	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	39	2018	8	T3	2018-08-16	107							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	4	2018	8	T3	2018-08-16	1657							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	17	2018	8	T3	2018-08-16	1657							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	4	2018	8	T3	2018-08-16	1657							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	107							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	6	2018	8	T3	2018-08-16	3506							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	3506							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	18	2018	8	T3	2018-08-16	3506							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	20	2018	8	T3	2018-08-16	3506							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2018-08-16	43	2018	8	T3	2018-08-16	3506							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2018-08-16	1	2018	8	T3	2018-08-16	3506							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	3506							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2018-08-16	2	2018	8	T3	2018-08-16	3506							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2018-08-16	13	2018	8	T3	2018-08-16	3506							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2018-08-16	22	2018	8	T3	2018-08-16	3506							
